Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0042555~MCM complex	2	1.4814814814814816	0.058258175462918324	MCM4, MCM6	135	9	20163	33.190123456790126	0.9999983674269285	0.23515118095941576	0.19384083835843732
GOTERM_CC_DIRECT	GO:1990391~DNA repair complex	2	1.4814814814814816	0.06451963247035267	FANCI, BRCA1	135	10	20163	29.87111111111111	0.9999996287226733	0.2557742572931838	0.21084094182275961
GOTERM_CC_DIRECT	GO:1904115~axon cytoplasm	3	2.2222222222222223	0.06767858387298711	DYNC1H1, KIF4A, PAFAH1B1	135	64	20163	7.0010416666666675	0.9999998247828507	0.26359027403163404	0.21728387453959022
GOTERM_CC_DIRECT	GO:0031965~nuclear membrane	5	3.7037037037037033	0.0736335876170377	BRIP1, DTL, LMNB1, PAFAH1B1, TMPO	135	237	20163	3.1509610876699483	0.9999999577543823	0.2818389043272822	0.23232666437789481
GOTERM_CC_DIRECT	GO:0044615~nuclear pore nuclear basket	2	1.4814814814814816	0.07691884943759952	MAD1L1, MAD2L1	135	12	20163	24.892592592592596	0.9999999808020895	0.2894234673753745	0.23857880418780872
GOTERM_CC_DIRECT	GO:0045121~membrane raft	5	3.7037037037037033	0.08660408875855992	TUBA1C, TUBA1B, DLG1, TUBA1A, TUBB	135	251	20163	2.975210270030987	0.9999999981536585	0.3192321784105447	0.2631508497708544
GOTERM_CC_DIRECT	GO:0001741~XY body	2	1.4814814814814816	0.08915493270925122	PLK4, ESCO2	135	14	20163	21.336507936507935	0.9999999990076123	0.3192321784105447	0.2631508497708544
GOTERM_CC_DIRECT	GO:0000800~lateral element	2	1.4814814814814816	0.08915493270925122	INCENP, BRCA1	135	14	20163	21.336507936507935	0.9999999990076123	0.3192321784105447	0.2631508497708544
GOTERM_CC_DIRECT	GO:0031616~spindle pole centrosome	2	1.4814814814814816	0.09521246603497728	DLGAP5, AURKA	135	15	20163	19.914074074074076	0.9999999997743959	0.33371055113231973	0.27508572458204733
GOTERM_CC_DIRECT	GO:0005938~cell cortex	4	2.9629629629629632	0.09620484356967776	DYNC1H1, MELK, DCTN1, PAFAH1B1	135	164	20163	3.642818428184282	0.9999999998231757	0.33371055113231973	0.27508572458204733
